beer_id,brewery_id,beer_name,beer_style,beer_abv
69187,15711,Good Force,Belgian Strong Pale Ale,10.0
69188,16862,Lost Day IPA,American IPA,6.0
69189,20766,Canard Noir,American Porter,6.2
69190,18539,Jack Brown's Pale Ale,American Pale Ale (APA),5.8
69191,19304,Quiet Canary,Saison / Farmhouse Ale,7.0
69192,22072,Dos Osos,American IPA,6.5
69193,1549,Rhubarb Red Saison,Saison / Farmhouse Ale,6.2
69194,19743,La Breva,Hefeweizen,5.0
69195,19743,Falesia,Bock,7.0
69196,24856,Gaita,American Pale Ale (APA),5.0
69197,25626,Chris,Belgian Pale Ale,5.9
69198,68,Single Hop Imperial IPA (Centennial),American Double / Imperial IPA,10.0
69199,2171,ML209,American Malt Liquor,8.2
69200,1471,Sahti,Sahti,6.0
69201,14349,Whiskey Jack  Ale,American Pale Ale (APA),5.0
69202,1417,Monty Python's Holy Grail Ale Black Knight's Reserve,English Brown Ale,5.7
69203,14349,Powder Mountain Lager,American Pale Lager,5.0
69204,1550,Collaboration,American IPA,7.3
69205,23081,Pale Ale,American Pale Ale (APA),5.5
69206,23081,Wit,Witbier,4.6
69207,23081,Patience Saison,Saison / Farmhouse Ale,6.6
69208,23081,Cherry Bomb Stout,American Stout,5.2
69210,23081,Double Take Imperial IPA,American Double / Imperial IPA,12.0
69211,23081,American Barleywine,American Barleywine,11.0
69212,18796,Réserve No. 3,American Strong Ale,11.8
69213,23081,Belgian Barleywine,American Barleywine,11.5
69214,23081,English Barleywine,English Barleywine,11.5
69216,341,Columbus Petite Blonde,Belgian Pale Ale,4.5
69217,1398,Empire 2009 Barley Wine Aged In A Heaven Hill Bourbon Barrel,American Barleywine,12.0
69218,17981,Florida Cracker White Ale,Witbier,4.8
69219,23200,Ryedentity Crisis,Saison / Farmhouse Ale,8.0
69220,3557,Guava IPA,American IPA,
69221,1549,Pink Peppercorn Saison,Saison / Farmhouse Ale,
69222,5318,Spaceman,Belgian Pale Ale,6.5
69223,2972,Chupacabra,American Double / Imperial Pilsner,8.3
69224,2972,Franklin's Strong Belgian Golden Ale,Belgian Strong Pale Ale,8.3
69225,25482,Howling Gale Ale,American Pale Ale (APA),5.0
69226,25482,Sunburnt Irish Red,Irish Red Ale,5.0
69227,25482,Knockmealdown Porter,English Porter,5.0
69231,25024,Emerald Pale Ale,American Pale Ale (APA),5.0
69234,25484,Brew Eyed Lager,Euro Pale Lager,4.5
69235,140,Sierra Nevada Saison De Haricot,Saison / Farmhouse Ale,4.5
69236,140,Sierra Nevada Peach Pit,Herbed / Spiced Beer,7.0
69237,11061,Mjølner Barleywine,English Barleywine,11.0
69238,610,Stickball Alt,Altbier,5.4
69239,864,Red Brick Vadlamani,American Porter,
69240,1549,Bourbon County Brand Cherry Stout,American Double / Imperial Stout,13.0
69241,427,Perfect Union,English Bitter,3.8
69242,1303,Kiss Me Kate,English Bitter,4.0
69243,818,Twisted Meniscus IPA,American IPA,6.1
69244,11835,Mogul Madness,Winter Warmer,7.9
69245,24133,Minority Ale,English Strong Ale,6.1
69246,1149,IPA,American IPA,
69247,22928,Spelunker,Saison / Farmhouse Ale,6.5
69248,24134,Citra Rye Pale Ale,American Pale Ale (APA),5.1
69249,402,Old Dominion Double D IPA,American Double / Imperial IPA,10.0
69250,395,Chocolate Wheatwine,Wheatwine,12.0
69251,2642,Brett X,American Wild Ale,
69252,4,Allagash Indigenuts,American Wild Ale,9.0
69253,24133,Porter No. 1,American Porter,7.3
69254,779,Adnams Southwold Mild,English Dark Mild Ale,3.2
69255,13892,Red Tail Pale Ale,English Pale Mild Ale,3.6
69256,1140,MP2 Le Revelateur,Belgian Dark Ale,
69257,16963,Sephira,American Wild Ale,5.5
69258,24836,This Ain't Your Momma's Double IPA,American Double / Imperial IPA,8.7
69259,6928,Twain's Good N' Lonesome Toasted Ale,American Amber / Red Ale,
69260,9996,Pentecôte Dopplebock Brune,Doppelbock,7.0
69261,23055,Banff Ave Blonde Ale,Kölsch,
69262,23055,Lower Bankhead Black Pilsner,Schwarzbier,
69263,16333,Summanus,Milk / Sweet Stout,5.0
69264,10990,Tropical Reb Ale,American Pale Ale (APA),5.21
69265,10990,Southern Gold - Candied Pear,American Blonde Ale,4.55
69266,2014,Great Western Original 16,American Pale Ale (APA),5.0
69267,11036,Oak Aged Gruffmeister 8,Maibock / Helles Bock,8.0
69268,11036,Dry Hopped Hoppyum IPA,American IPA,6.3
69269,16465,Patriot,American Black Ale,5.5
69270,3264,Hopocalypse,American Double / Imperial IPA,9.23
69271,12226,Apatinska Svetlo Pivo,Euro Pale Lager,4.7
69272,20706,Golden Deer (Gyllene Hjort),Czech Pilsener,3.5
69273,4300,Old Goat's Oatmeal Stout,Oatmeal Stout,6.3
69274,23090,Double Buckethead DIPA,American Double / Imperial IPA,
69275,1177,Curse Of Jack,English Strong Ale,8.1
69276,1872,Wit,Witbier,4.5
69277,18006,Brandy Barrel Ambrosia,American Pale Wheat Ale,6.1
69278,18006,Meat Wave,English India Pale Ale (IPA),6.5
69279,24678,Oak Aged Zaison,Saison / Farmhouse Ale,
69280,3490,Chocolate Peanut Butter Porter,American Porter,
69281,30,Mai-Rye Bock,Maibock / Helles Bock,9.0
69282,21591,Sleepy Dog Double IPA,American Double / Imperial IPA,7.5
69283,21591,Sleepy Dog Leg Humper,Hefeweizen,5.0
69284,2695,Funky Cougar,American Wild Ale,11.0
69285,20672,Fistful Of Hops,American IPA,6.5
69286,21591,Sleepy Dog Dog Pound,American Pale Ale (APA),5.0
69287,2695,Allgood Amber Ale,American Amber / Red Ale,
69288,8535,Huntsman's Ale,English Bitter,4.2
69289,2321,Craftsman Four Cylinder,American Pale Wheat Ale,4.0
69290,25327,The Corruption,American IPA,6.8
69291,24776,Revalations Stout,Irish Dry Stout,5.0
69292,18369,Rockstar Lager,American Pale Lager,5.5
69293,12959,Saison,Saison / Farmhouse Ale,
69294,23081,151 Anniversary Ale,Tripel,9.0
69295,596,Portsmouth Stephan Urquell,Czech Pilsener,5.5
69296,179,Hop Back,American IPA,
69297,24381,Rover,Tripel,7.5
69298,23326,Tranquility IPA,American IPA,5.2
69299,4858,Hop School Warrior,American IPA,7.0
69301,2472,Riedenburger Dinkel Radler,Low Alcohol Beer,
69302,4155,Neumarkter Lammsbräu Zzzisch Edel Pils,German Pilsener,4.8
69303,23249,Export India Porter,English Porter,6.3
69304,11712,Kentish Reserve,Extra Special / Strong Bitter (ESB),5.0
69305,21841,PBJ,Belgian Dark Ale,
69307,13014,Schadenfreude - Bourbon Barrel Aged,Munich Dunkel Lager,5.0
69308,1432,Coffee Ice Apparition,American Double / Imperial Stout,12.0
69310,701,Ski To Sea ESB,Extra Special / Strong Bitter (ESB),5.5
69311,16094,Little G,Extra Special / Strong Bitter (ESB),5.8
69312,16094,Red Light District,Belgian Strong Dark Ale,9.4
69313,23249,IPA 4C,American IPA,7.3
69314,21363,Spring Sour,American Wild Ale,
69315,6045,Saison Melange,Saison / Farmhouse Ale,6.5
69316,18563,Hop Prop IPA,American IPA,7.5
69318,1066,Peppercorn Saison,Saison / Farmhouse Ale,
69319,24880,Sandi Wheat,American Pale Wheat Ale,4.8
69320,24880,Three Blind Mice,Altbier,5.5
69321,18823,Dry Hop'd Orange Wit,Witbier,
69322,18823,Chamomile Wit,Witbier,
69323,418,Week Sauce Coffee Porter,American Porter,6.0
69324,18823,Chile Limón Wit,Witbier,
69325,18823,Barreliner Weisse,Berliner Weissbier,
69326,23672,El Cinco Pils,Czech Pilsener,
69327,18823,Dryhoptanamus Rex,American IPA,
69328,18823,Jamaica Wit,Witbier,
69329,18823,Solera Fin,American Wild Ale,
69330,18823,Woodicus,American Wild Ale,7.6
69331,18823,Bandito,American Wild Ale,6.0
69332,23672,La Bestia Aimable Cabernet Barrel Aged,Belgian Strong Dark Ale,
69333,12520,Glenda Sherbrooke,American Strong Ale,18.5
69334,4858,Moto Rally Blonde,American Blonde Ale,
69335,9282,Boscos Belgian Style Witbier,Witbier,
69336,14400,Conservation Ale,American Blonde Ale,5.0
69337,13029,Collorado Red,Extra Special / Strong Bitter (ESB),5.9
69338,2101,Apache Amber,American Amber / Red Ale,
69339,2101,Maibock,Maibock / Helles Bock,
69340,2587,Sour Barley Wine,American Barleywine,
69341,193,Boont Bruin Sour Stout,American Stout,
69342,363,Whiskey Old Rip,American Stout,
69343,9408,Oak Aged Devil's Pale Ale,American Pale Ale (APA),6.6
69344,1387,Bourbon Barrel Aged Mabel's Best Imperial Stout,American Double / Imperial Stout,
69345,16353,Brouwer's Cafe 6th Anniversary,American Double / Imperial Stout,
69346,12949,Oaked Sugar Shack Ale,Herbed / Spiced Beer,6.5
69347,14503,Breakfast Stout,American Stout,7.0
69348,9408,Great Lakes/Biergotter Duelling Banjos,American Pale Ale (APA),5.5
69349,20680,Oaked Dark Star Oatmeal Stout,American Double / Imperial Stout,
69350,1590,Twig N Berry Stout,American Stout,
69351,130,Hoopla Pale Ale,American Pale Ale (APA),5.7
69352,24493,Heritage Citrus Pale Ale (Oaked),American Pale Ale (APA),5.8
69354,3255,Duggan's #9 IPA,American IPA,6.2
69355,341,Columbus IPA With Mango And Habanero,American IPA,6.5
69356,341,Columbus Bourbon Barrel Aged Uncle Rusty,American Amber / Red Ale,9.2
69357,5318,Z Man (Bourbon Barrel Aged),American Double / Imperial Stout,
69358,23222,Tsunami Dark Ale,American Amber / Red Ale,5.5
69359,25387,Cerveza Queretaro,American Amber / Red Ale,5.5
69360,8655,Maxlrainer Aiblinger Schwarzbier,Schwarzbier,5.0
69361,5318,Feeding Frenzy,American Strong Ale,
69362,14484,Double Irish Red,Irish Red Ale,10.0
69363,147,Stone Belgo Anise Imperial Russian Stout,Russian Imperial Stout,10.5
69364,1302,Chocolate Bock,Bock,8.0
69365,10279,Julio's Saison,Saison / Farmhouse Ale,8.5
69367,1550,Legally Red,English Barleywine,9.6
69368,17981,The Creeping Terror,American Barleywine,10.0
69369,273,Sweetwater Waterkeeper Hefeweizen,Hefeweizen,5.7
69370,18854,NOLA Blonde Ale - Sorachi Ace,American Blonde Ale,4.9
69371,16057,Flyin' Hi.P.Hay,American IPA,6.8
69372,9827,Royal Jamaican Alcoholic Ginger Beer,Herbed / Spiced Beer,5.0
69373,14484,Instigator Doppelbock,Doppelbock,8.0
69374,5318,Goldmember,Belgian Strong Pale Ale,8.5
69375,15925,Epic Hop Zombie,American Double / Imperial IPA,8.5
69376,2845,Dubbel Happy,Dubbel,7.0
69377,24134,Dry Hopped Belgian IPA,Belgian IPA,
69378,24134,Dry Hopped Belgian Pale With Peppercorn,Belgian Pale Ale,5.6
69379,610,Volksbier,German Pilsener,4.1
69380,9343,Amber Hefeweizen,Dunkelweizen,
69381,612,Roselare Saison,American Wild Ale,
69382,20982,Blind Pig India Pale Ale,American IPA,7.6
69383,24445,Fear American IPA,American IPA,7.0
69384,24445,Loathing Belgian IPA,Belgian IPA,8.0
69385,1549,Blackberry Dominique,American Wild Ale,8.5
69386,24445,White Chapel Wit,Witbier,5.2
69387,148,Herok & Howell's Tantallon Sunrise,English Bitter,5.0
69388,21448,Amazon Red,American Amber / Red Ale,9.2
69389,161,Evander Beer,American Pale Lager,4.7
69390,24824,Amber Ale,American Amber / Red Ale,
69391,12959,Gueze,Gueuze,
69392,5318,Squints Pale Ale,American Pale Ale (APA),5.0
69393,16105,Mayflower Pale Ale Dry Hopped With Citra Hops,American Pale Ale (APA),
69394,24745,Laughing Paw Pale Ale,American Pale Ale (APA),5.4
69395,156,Char D'Zon Saison,Saison / Farmhouse Ale,
69396,130,Old Chicago Dr. Evil Belgian Pale Ale,Belgian Pale Ale,
69397,21635,Reprieve French-Style Ale,Saison / Farmhouse Ale,6.0
69398,8535,Skol Lager,German Pilsener,3.0
69399,13029,Chiron,Extra Special / Strong Bitter (ESB),5.0
69400,24074,Sleck Dust,English Pale Ale,3.8
69401,9020,100% Brett IPA,American IPA,
69402,986,Metacool Maltuwanna,American Amber / Red Ale,7.8
69403,848,Wit,Witbier,
69404,9020,Hop Project #50,American IPA,
69405,848,Batch 6000 Dubbel,Dubbel,8.0
69406,4078,Savage India Pale Ale,American IPA,
69407,392,Sixteen,Braggot,10.5
69408,25667,Fire Eagle IPA,American IPA,6.2
69409,1646,Black IPA,American Black Ale,6.0
69410,21841,Falconer's Rye,Roggenbier,
69411,11977,Lager,Dortmunder / Export Lager,5.5
69412,2455,SuperHero IPA,American IPA,6.0
69413,17287,Derailed Hemp Ale,American Brown Ale,5.8
69414,16088,Black Jesus,Belgian Strong Dark Ale,6.8
69415,16088,Muscles From Brussels,Belgian Strong Pale Ale,8.2
69416,18139,Belgian Dubbel,Dubbel,6.0
69417,12534,Topaz Harvest Lager,Märzen / Oktoberfest,5.0
69418,203,The Sorcerer,English Bitter,4.5
69419,11082,Coconut Porter,English Porter,4.5
69420,6045,True Believer Tripel,Tripel,9.0
69421,1860,Maibock,Maibock / Helles Bock,
69422,6288,Alvinne/Urthel Witte Roock,Witbier,6.0
69423,25668,Yellabelly Blonde,American Blonde Ale,
69424,9220,Hawkshead Windemere Pale,English Bitter,3.5
69425,9220,Hawkshead Brodie's Prime Reserve 2011,Russian Imperial Stout,8.5
69426,11551,Nicola Yablochny,Kvass,
69427,1534,Dentergems White Beer,Witbier,5.0
69428,8967,Paulaner Bräuhaus Jubiläumsbock,Weizenbock,6.7
69429,1549,Bourbon County Stout With Cherry Bark,American Double / Imperial Stout,13.0
69430,143,Shiner Light Blonde,American Pale Lager,4.2
69431,12226,Jelen Belo Pivo,Hefeweizen,5.0
69432,9916,Bourbon Barrel Stout,American Stout,9.0
69433,23201,The Elixir,Vienna Lager,6.5
69434,23201,Oak Aged Slobberknocker,American Barleywine,9.0
69435,20409,Dirty Blond,American Blonde Ale,
69436,20409,Suzi's Red Belly,American Amber / Red Ale,
69437,1619,Dubbel Stop,Dubbel,
69438,17278,Fade To Black,American Black Ale,9.0
69439,17284,1901 Red Ale Bourbon Barrel Aged,American Amber / Red Ale,
69440,17278,Crown Blue,Fruit / Vegetable Beer,3.2
69441,24047,Black Rock Stout,Foreign / Export Stout,
69442,18390,Vale Dry,American Pale Lager,4.5
69443,20721,Pale Ale,English Pale Ale,5.5
69444,22072,Brown Sound,American Brown Ale,5.5
69446,653,American Amber Ale,American Amber / Red Ale,5.8
69447,25667,Peacemaker Extra Pale Ale,English Pale Mild Ale,5.1
69448,140,Lighter Shade Of Pale,American Pale Ale (APA),4.4
69449,24764,Maximilian,Weizenbock,7.5
69450,11528,Desérables,Herbed / Spiced Beer,8.0
69451,21554,Bogart Northwest IPA,American IPA,6.9
69452,25252,Pilsner,German Pilsener,5.0
69453,10990,Southern Gentleman,English Brown Ale,4.39
69454,24453,Workman's Wheat,American Pale Wheat Ale,
69455,5142,"Finkbräu Pils 2,1%",Euro Pale Lager,2.1
69456,24076,Baltic Porter,Baltic Porter,8.1
69457,24493,Black Magic Black IPA,American Black Ale,7.2
69458,661,Muskoka Mad Tom IPA,American IPA,6.4
69459,19897,Syndicate Saison,Saison / Farmhouse Ale,6.8
69460,19897,Rice Rice Baby,American Brown Ale,
69461,14879,BORIS Royale,Russian Imperial Stout,9.4
69462,18006,Brandy Barrel The Crusch,Kölsch,5.5
69463,9823,Worthy's Leprechaun Stout,Irish Dry Stout,4.5
69464,21449,Enchanted Forest,American Black Ale,5.7
69465,24147,Imperial Red,American Amber / Red Ale,
69466,16315,Abstrakt AB:06,American Black Ale,11.2
69467,23647,Botanical (with Juniper And Bay),Herbed / Spiced Beer,
69468,23647,May Mild,English Dark Mild Ale,4.0
69469,23672,Cabernet Barrel Aged Mesquite Smoked Porter,American Porter,
69470,1304,Ankle-Buster Ale,Belgian Pale Ale,5.4
69471,63,Light Year NWPA,American Pale Ale (APA),6.1
69472,23,Spring Thyme,Herbed / Spiced Beer,5.0
69473,30,Tap Room Sour,American Wild Ale,9.5
69474,30,Winter's Day IPA,American IPA,6.5
69475,848,Black Fox Faust Part 2,Saison / Farmhouse Ale,6.2
69476,17948,AC Golden Barrel Aged Belgian Sour,American Wild Ale,
69477,2845,Wasp Honey Pilsner,Herbed / Spiced Beer,5.2
69479,1033,Demon D'or,Belgian Strong Pale Ale,8.5
69480,12547,String Of Ponies,American Pale Ale (APA),6.0
69481,12547,The Taxman,American Double / Imperial Stout,12.0
69482,13884,Peak Organic Taza Chocolate Imperial Stout,Russian Imperial Stout,
69483,22512,Trapp Maibock,Maibock / Helles Bock,
69484,22276,Seven Hop IPA,English India Pale Ale (IPA),7.7
69485,199,Abandon Ship W/chipotle,Chile Beer,7.0
69486,22223,Harvest Pils,German Pilsener,5.0
69487,19866,Jaune Quatre (Sole Composition Series),Saison / Farmhouse Ale,4.5
69488,738,Fantôme Benefietbier T.v.v. Dennis Mariën,Saison / Farmhouse Ale,
69489,335,New Holland Farmhouse Hatter Belgian IPA,Belgian IPA,5.07
69490,2391,Red Eye Rye,American Amber / Red Ale,4.7
69491,1342,Stugis Pops Double IPA,American Double / Imperial IPA,7.6
69492,2391,Apple Pie,American Wild Ale,8.0
69493,24326,El Hefe,Hefeweizen,
69494,1169,Ontario,Belgian Strong Pale Ale,8.0
69495,1390,Dirty Dick's Audit Ale,English Strong Ale,8.0
69496,16055,Fælled,Herbed / Spiced Beer,4.5
69497,7234,Hunter Chocolate Porter,American Porter,5.0
69498,9797,Raspberry Beret,Fruit / Vegetable Beer,
69499,18149,Veritas 009,American Wild Ale,8.0
69500,46,Coulson's EPA,English Bitter,
69501,22072,Red Scare,American Amber / Red Ale,7.5
69502,25263,Hawaiian Style Pale Ale,American IPA,6.5
69503,22,U 2,Vienna Lager,5.0
69505,17885,Coffee Stout,American Stout,
69506,9411,Angélus De Noël,Bière de Garde,7.5
69507,149,Speciale Prestige,Euro Strong Lager,7.0
69508,134,Jupiler Force,Low Alcohol Beer,0.08
69509,6883,Netto Gold,English Bitter,3.8
69510,395,Bourbon Barrel Quad,Quadrupel (Quad),11.5
69511,581,Seven Strong Lager,Euro Strong Lager,7.0
69512,16389,All-The-Wiser Imperial Hefeweizen,Hefeweizen,8.0
69513,1550,Chile Cervesa,Chile Beer,5.0
69514,24453,Centennial IPA,American IPA,
69515,2098,Pale Ale,English Pale Ale,6.1
69516,4738,Rocky Mountain Red Ale,American Amber / Red Ale,
69517,21977,Black Stout,Milk / Sweet Stout,5.5
69518,769,Pink Ribbon Mild,English Dark Mild Ale,3.9
69519,769,Oaked CJM Royal Brown Ale,American Brown Ale,7.2
69520,769,Amsterdam Tempest Imperial Stout,American Double / Imperial Stout,9.0
69522,22511,Hill Farmstead Double Citra IPA,American Double / Imperial IPA,8.0
69523,19362,HY Cuvée,Belgian Strong Dark Ale,11.0
69524,4686,Hofbrau Hefe Weisse Dunkel,Dunkelweizen,
69525,544,1635 (UU375),Euro Pale Lager,5.0
69526,1178,Hop Beer,American IPA,6.8
69527,758,Imperial Pilsner,American Double / Imperial Pilsner,9.0
69528,21952,Notorious B.I.P.,American Black Ale,6.5
69529,17981,Minaret ESB,Extra Special / Strong Bitter (ESB),5.0
69530,25335,Pils,Czech Pilsener,4.9
69531,25335,Pszeniczne,Hefeweizen,4.8
69532,25335,Dunkel,Munich Dunkel Lager,5.5
69533,9792,New Moon American Strong Pale Ale,American Pale Ale (APA),5.6
69534,22610,El Hefe Bavarian Weizen,Hefeweizen,5.4
69535,1784,Cocoa Brown,American Brown Ale,5.7
69536,22610,Evolution Chocolate Amber,American Amber / Red Ale,6.0
69537,682,Pearl Street Bedwetter Barleywine,American Barleywine,10.0
69538,125,Summer Berry Weisse,Fruit / Vegetable Beer,
69539,22610,Siren Blonde Lager,American Pale Lager,5.6
69540,9792,Organic American Lager,American Pale Lager,5.0
69541,19866,Monk And Mingus,Belgian Pale Ale,5.8
69542,13189,Hemp Knight,English Pale Ale,4.0
69543,13307,Shaun B-day (Hill Farmstead 1st Anniversary) Imperial Stout,American Double / Imperial Stout,9.5
69544,1304,Winema Wit,Witbier,4.9
69545,13090,Cribyn,Extra Special / Strong Bitter (ESB),4.5
69546,17752,Gasket De Tête,English India Pale Ale (IPA),6.0
69547,24925,Cuvee Two,Belgian Strong Pale Ale,9.0
69548,21651,Yearling,Flanders Red Ale,
69549,17005,Trailhead ISA (India Session Ale),American IPA,4.7
69550,24047,Maggie's Farm,Saison / Farmhouse Ale,7.4
69551,24047,First Pitch Pils,German Pilsener,5.1
69552,23316,Three Daughters Double Header American Bock Ale,Bock,
69553,26,Dark Lord De Muerte,Russian Imperial Stout,15.0
69554,22157,Quaff Bros Hop Flood,American Strong Ale,
69555,25685,Spokamber,American Amber / Red Ale,
69556,25685,Orangutan,American Pale Ale (APA),5.2
69557,514,Ongelovige Thomas,Quadrupel (Quad),10.0
69558,24453,Jazzy Nights Summer Ale,Kölsch,
69559,4155,Neumarkter Lammsbräu Glutenfrei,Euro Pale Lager,4.7
69560,18810,Peachicot Blonde Ale,American Blonde Ale,
69561,596,Portsmouth Wild Duck Rye IPA,American IPA,6.3
69562,287,Oscar's Folly,American IPA,8.1
69563,21473,Small Batch Honey Raspberry Amber Ale,American Amber / Red Ale,5.3
69564,18373,Philomenn Blonde,Belgian Pale Ale,5.6
69565,18385,La Bière Du Coing,Fruit / Vegetable Beer,6.0
69566,14064,Barrel Aged Sour Cherry,American Wild Ale,
69567,21405,Schwartzenheimer,Schwarzbier,
69568,14064,XPA,American Pale Ale (APA),
69569,16866,Cuir (100% Bourbon Barrel Aged),Old Ale,14.5
69570,2706,Carl Theodor Lager,German Pilsener,4.2
69571,524,Schans Porter,American Porter,7.0
69572,524,Schans Imperial,Russian Imperial Stout,8.8
69573,22598,El Toro Trio: Hafer Weizen,Hefeweizen,4.75
69574,1528,Midnight Moon Oatmeal Stout,American Stout,7.2
69575,9629,Carrot Cake,Fruit / Vegetable Beer,
69576,4632,Hooligan Double IPA,American Double / Imperial IPA,8.0
69577,4632,Cherry Wheat,Fruit / Vegetable Beer,
69578,498,Holland Lager 1839,Euro Pale Lager,
69579,12164,Rydin' Dirty,American IPA,6.8
69580,12164,Sour B,American Wild Ale,
69581,2299,Strubbe Ipa,Belgian IPA,7.9
69582,9629,Short's Raisin Apollo,American Double / Imperial IPA,13.0
69583,9629,Short's Hopstache,American IPA,6.0
69584,9629,Short's Another Caucasian Gary,American Strong Ale,6.0
69586,9629,Short's The Gambler,Herbed / Spiced Beer,5.0
69587,10097,Jimbo & The Technicolor Hop Sack,English Pale Mild Ale,3.5
69588,10097,Uncle Fester,American Wild Ale,6.8
69589,10097,Rodney's Solera,American Wild Ale,6.8
69590,2210,Experimental DBA,American Wild Ale,7.3
69591,1471,Ginger In The Rye,Herbed / Spiced Beer,9.5
69592,12959,Saturday's Sour Blend 2011,American Wild Ale,8.0
69593,33,Berkshire ESDK,Kölsch,4.3
69594,25668,Quakertown Stout,American Double / Imperial Stout,9.8
69595,7753,Brewers Reserve: Dry Hopped Table Rock Pale Ale,American Pale Ale (APA),5.8
69596,787,Weizen Eisbock,Eisbock,10.0
69597,23222,Cran Stout,American Stout,5.15
69598,17210,Hellers Pils,German Pilsener,4.7
69599,23249,Pale Ale (Mt. Hood),American Pale Ale (APA),5.3
69600,24412,Blanco El Diablo (AKA El Diablo Blanco),Chile Beer,5.1
69601,11984,Spontaneous Ale,American IPA,
69602,25683,Ma-Pale Pale Ale,American Pale Ale (APA),4.5
69603,11984,Batch 300 Imperial Pilsner,American Double / Imperial Pilsner,8.6
69604,1384,Bockovoj Kvas,Kvass,
69605,14016,Whit Pig,Witbier,4.8
69606,666,Bird Dog,American Pale Ale (APA),5.5
69607,2772,Nutter Brown,American Brown Ale,
69608,1612,Captain's Pilsner,German Pilsener,
69609,5500,Mr. Mojo Weizen,American Pale Wheat Ale,4.2
69610,2772,BCCAle,English Pale Ale,
69611,1612,Smokehouse Stout,American Stout,
69612,2695,Tank Town Brown,American Strong Ale,8.4
69613,21154,10-10-100 IPA,American Double / Imperial IPA,10.0
69614,859,Plant 1 Powerhouse IPA,American Double / Imperial IPA,7.5
69616,16232,Cherry Ale,Fruit / Vegetable Beer,4.2
69617,5316,Old Boardhead Barleywine Ale (Brewmaster Reserve 2011),American Barleywine,9.0
69618,2266,Desert Select Black Imperial IPA,American Black Ale,8.59
69620,148,Jigger Ale,Scottish Ale,3.9
69621,553,Christoffel Nobel Dry Hopped Bramling Cross,Euro Strong Lager,8.7
69622,596,Portsmouth Mottly's Crew 20th Anniversary Old Ale,Old Ale,10.1
69623,12172,Vasagatans Fail Ale (Summer Pale Ale),English Pale Ale,5.5
69624,23628,Belgian Style Tripel - 9,Tripel,8.25
69625,1049,Soleil IPA,American IPA,
69626,20776,Bronze Ale,English Bitter,4.5
69627,1357,Wendelsteiner Hefewsweissbier,Hefeweizen,5.4
69628,16396,Joker Amber,American Amber / Red Ale,
69629,9513,It's Back I.P.A.,American IPA,
69630,16843,Columbus IPA,American IPA,7.0
69631,6578,Cambridge House Granby Pale Ale,American Pale Ale (APA),6.0
69632,21405,Bruin Saison De Manzanilla,Saison / Farmhouse Ale,6.1
69633,23413,Hanky Panky,American Pale Ale (APA),4.4
69634,923,The One Eyed Monster,American Black Ale,
69635,1550,Modern Monk Dubbel,Dubbel,
69636,25436,Mexican Chocolate Stout,American Stout,7.0
69637,1628,NYDP's Finest,American Double / Imperial IPA,
69638,11207,Flyin' Hi.P.Hay,American IPA,6.8
69639,25436,Copper Mezzina Ale,American Pale Ale (APA),5.0
69640,392,North (IPA Project#3),American Black Ale,5.5
69641,1321,Bald Headed Stagger,Belgian Strong Pale Ale,7.5
69642,23018,Sproose Joose Double IPA,American Double / Imperial IPA,
69643,23018,Harold The Red Ale,American Amber / Red Ale,
69647,23018,Pale Ale,American Pale Ale (APA),
69649,22928,Gosilla,Gose,3.8
69650,3447,Über Blonde,Belgian Strong Pale Ale,8.2
69651,21405,Amalgam II,American Pale Wheat Ale,7.2
69652,13092,Saison Obscura,Saison / Farmhouse Ale,5.5
69654,11551,Dobrynya Nikitich Kvas,Kvass,
69655,875,Gold Crown Premium Beer,American Pale Lager,4.5
69656,24355,Ontario Coast IPA,Belgian IPA,7.5
69657,9513,Stella's Stout,American Stout,
69658,18188,Dunham Porter,English Porter,5.2
69659,853,Black Oak RIPA,American IPA,
69660,20776,Bleddyn 1075,English Strong Ale,5.6
69661,5191,Big Horn Blonde,American Blonde Ale,4.4
69662,5191,Buttface Amber,American Amber / Red Ale,5.8
69663,18081,Super Kriek,American Wild Ale,
69664,22511,Genealogy,American Double / Imperial Stout,9.5
69665,23249,Suke Quto Coffee IPA,American IPA,6.9
69666,18990,Russian Imperial Stout (Bourbon Barrel-Aged),American Double / Imperial Stout,9.5
69667,20409,888 India Pale Ale,American IPA,8.0
69668,1032,Maibock,Maibock / Helles Bock,8.0
69669,26,Shark Pants,Belgian IPA,8.7
69670,4069,Peregrine Pale Ale,American Pale Ale (APA),5.5
69671,3956,American Amber Ale,American Amber / Red Ale,5.1
69672,30,Avery Anniversary Ale - Eighteen (Dry Hopped Rye Saison),Saison / Farmhouse Ale,8.12
69673,3185,Ragnar,Baltic Porter,7.3
69674,25436,Biergarden Dunkel,Dunkelweizen,4.5
69675,25436,Düsseldorf Altbier,Altbier,5.2
69676,25436,Bavarian Hells Helles,Munich Helles Lager,4.6
69677,23246,Rex Attitude,Smoked Beer,7.0
69678,16874,JCIPA,English India Pale Ale (IPA),5.8
69679,4778,3 Ravens Double Ale Noir,Smoked Beer,6.5
69680,8446,House Ales Noside IPA,American IPA,6.0
69681,8446,House Ales Notorious IPA,American IPA,
69682,7607,Sternburg Pilsener,German Pilsener,4.9
69683,12314,Hop Abomination,American IPA,6.5
69684,9629,Kolsch 45,Kölsch,6.5
69685,9629,Belgian IPA,Belgian IPA,6.0
